winner,firstBlood,firstTower,firstDragon,firstRiftHerald,count_Teleport_t1,count_Cleanse_t1,count_Ghost_t1,count_Barrier_t1,count_Exhaust_t1,count_Ignite_t1,count_Smite_t1,count_Heal_t1,count_Flash_t1,count_Teleport_t2,count_Cleanse_t2,count_Ghost_t2,count_Barrier_t2,count_Exhaust_t2,count_Ignite_t2,count_Smite_t2,count_Heal_t2,count_Flash_t2,count_Mage_t1,count_Fighter_t1,count_Tank_t1,count_Assassin_t1,count_Marksman_t1,count_Support_t1,count_Mage_t2,count_Fighter_t2,count_Tank_t2,count_Assassin_t2,count_Marksman_t2,count_Support_t2
1,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,1,0,1,0,1,1,5,0,2,0,1,1,1,1,0,2,0,1,1
2,2,2,2,2,2,0,0,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,0,0,1,1,1,2,1,2,1,0,1,0
1,2,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,1,0,1,1,1,5,2,0,1,0,1,1,2,1,0,0,1,1
1,1,1,1,1,2,0,0,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,0,2,0,0,2,1,0,1,1,1,1,1
1,0,0,0,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,1,1,1,1,2,1,1,0,1,0
2,2,2,1,0,2,0,0,0,1,0,1,1,5,1,0,0,0,2,0,1,1,5,0,1,0,2,1,1,0,2,0,1,1,1
2,1,1,2,2,1,0,0,0,1,1,1,1,5,1,1,0,0,1,0,1,1,5,0,0,2,1,1,1,1,1,2,0,1,0
1,1,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,0,1,0,1,1,1,1,1,0,1,1
1,2,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,0,1,1,2,5,0,0,0,2,1,2,1,1,0,2,1,0
2,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,0,1,1,1,1,1,1,0,1,1,1
2,1,1,2,0,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,1,1,1,0,1,1,2,1,1,0,1,0
1,2,1,1,0,2,0,0,1,0,0,1,1,5,1,0,0,1,1,0,1,1,5,1,2,0,0,1,1,1,2,0,1,0,1
1,1,1,1,1,1,0,0,0,0,2,1,1,5,1,0,0,1,1,0,1,1,5,1,0,1,1,2,0,1,0,2,0,1,1
2,2,2,1,0,1,0,0,0,0,1,1,2,5,1,0,0,0,0,1,1,2,5,0,3,0,1,1,0,1,0,1,1,2,0
1,1,1,1,0,2,0,0,0,1,0,1,1,5,1,0,0,1,1,0,1,1,5,0,2,1,1,1,0,2,1,1,0,1,0
2,1,2,2,2,2,0,0,0,0,1,1,1,5,0,0,0,0,1,1,1,2,5,0,1,2,0,1,1,1,1,0,1,1,1
1,1,1,2,1,1,0,0,0,1,1,1,1,5,1,1,0,0,0,1,1,1,5,0,2,0,1,1,1,1,0,2,0,1,1
1,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,3,1,0,0,1,0,1,1,1,0,1,1
2,0,0,0,0,1,0,0,1,1,0,1,1,5,1,0,0,0,0,2,1,1,5,1,3,0,0,1,0,1,0,0,0,3,1
1,2,2,2,0,0,0,1,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,3,0,0,1,1,2,1,0,1,1,0
2,1,2,2,0,0,0,0,0,1,2,1,1,5,0,0,1,0,1,2,1,1,4,0,1,0,1,1,2,0,2,0,1,1,1
1,1,2,2,1,2,0,0,0,1,0,1,1,5,2,0,0,0,0,1,1,1,5,2,1,0,0,1,1,0,2,0,1,1,1
1,1,2,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,3,0,1,0,1,0
1,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,2,0,1,1,5,1,0,3,0,1,0,2,1,1,0,1,0
2,2,2,2,2,1,0,0,1,1,0,1,1,5,1,0,0,0,1,0,1,2,5,1,2,0,0,1,1,1,2,0,0,1,1
1,1,1,2,0,2,0,0,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,0,1,0,1,2,1,1,1,1,1,1,0
2,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,1,0,1,1,1,1,4,1,2,0,0,1,1,1,0,1,0,2,1
2,1,2,1,2,1,0,0,0,0,2,1,1,5,2,0,0,0,1,0,1,1,5,0,2,1,0,2,0,2,1,1,0,1,0
1,2,2,2,1,1,0,1,0,1,0,1,1,5,1,0,0,0,0,2,1,1,5,1,1,0,1,1,1,0,2,0,1,1,1
1,1,1,1,0,1,0,0,0,0,2,1,1,5,1,0,0,0,1,1,1,1,5,0,1,2,1,1,0,1,1,0,1,2,0
2,1,1,2,0,1,0,0,0,1,1,1,1,5,1,0,0,1,2,0,1,1,4,1,0,1,1,1,1,1,1,2,0,1,0
2,1,1,2,1,1,0,0,0,0,2,1,1,5,0,0,0,0,1,2,1,1,5,1,2,1,0,1,0,1,1,0,0,2,1
2,0,0,0,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,2,1,1,0,0,2,1,0,1,1
1,2,1,1,0,1,0,0,1,1,0,1,1,5,1,0,0,1,1,0,1,1,5,1,2,0,0,1,1,1,1,1,0,1,1
1,1,2,1,1,1,0,0,0,1,1,1,1,5,0,0,0,1,1,0,1,2,5,0,2,1,0,1,1,1,1,0,1,2,0
2,1,2,2,2,1,0,0,1,0,0,1,2,5,1,0,0,0,1,1,1,1,5,2,1,1,0,1,0,0,2,1,1,1,0
2,2,1,2,0,1,0,0,0,1,1,1,1,5,2,0,0,0,2,0,1,0,5,0,3,1,0,1,0,1,2,0,0,1,1
1,2,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,1,1,0,1,1,1,0,2,1,0,2,0
2,2,2,0,0,1,0,1,0,1,1,1,1,4,1,0,0,0,1,1,1,1,5,0,1,1,1,1,1,2,0,0,2,1,0
2,2,2,2,2,1,0,1,0,0,2,1,1,4,1,0,0,1,1,0,1,1,5,1,1,0,2,1,0,2,0,1,0,1,1
2,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,1,0,1,1,1,5,0,1,1,1,2,0,0,3,0,0,1,1
1,1,1,1,1,1,0,0,0,1,1,1,1,5,0,1,0,0,2,0,1,1,5,0,1,0,2,1,1,1,0,1,1,1,1
2,2,1,2,0,1,0,1,0,1,0,1,1,5,1,0,0,1,0,1,1,1,5,1,2,1,0,1,0,1,0,2,0,1,1
1,1,1,1,0,1,0,1,0,0,1,1,1,5,1,0,0,1,1,0,1,1,5,1,1,1,0,1,1,1,2,0,0,1,1
2,2,2,2,2,1,0,0,0,1,0,1,2,5,2,0,0,0,1,1,1,1,4,0,1,1,0,2,1,0,1,0,2,1,1
2,2,2,2,2,1,0,0,0,1,1,1,1,5,1,0,1,1,1,0,1,1,4,1,0,1,1,2,0,2,2,0,0,1,0
1,2,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,2,0,1,1,5,0,1,1,2,1,0,0,1,0,0,1,3
1,1,1,2,0,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,0,1,1,2,1,0,1,1,2,0,1,0
2,2,1,1,1,1,0,0,0,0,1,1,2,5,1,0,0,0,1,1,1,1,5,1,2,0,0,1,1,1,0,1,0,2,1
1,2,2,2,0,1,0,0,1,1,0,1,1,5,0,0,0,0,3,0,1,1,5,1,0,1,0,2,1,1,1,1,0,2,0
2,2,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,0,2,0,1,1,1,1,2,0,1,1,0
1,1,1,1,1,1,0,1,0,0,2,1,1,4,1,0,0,1,1,0,1,1,5,1,1,1,0,1,1,1,2,1,0,1,0
2,2,2,2,2,0,0,0,1,1,1,1,1,5,0,0,1,0,1,2,1,1,4,2,0,0,1,1,1,0,1,0,2,1,1
2,1,1,1,0,0,0,1,1,1,1,1,1,4,1,0,0,0,1,1,1,1,5,1,1,0,1,1,1,1,1,0,1,1,1
2,1,1,2,0,2,0,0,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,0,2,1,1,1,0,1,1,1,1,1,0
1,1,1,1,2,1,0,0,0,1,1,1,1,5,2,0,0,0,1,1,1,0,5,0,2,0,1,1,1,1,1,1,1,0,1
2,2,2,2,2,1,0,0,1,0,1,1,1,5,0,0,0,1,0,2,1,1,5,1,0,1,1,1,1,1,2,1,0,1,0
1,1,1,0,0,1,0,0,1,1,0,1,1,5,1,0,0,0,1,1,1,1,5,1,0,0,1,2,1,0,1,1,1,1,1
1,2,2,1,0,1,0,0,0,1,1,1,1,5,1,0,0,1,0,1,1,1,5,1,2,0,0,1,1,1,2,0,0,1,1
1,1,1,2,0,1,0,0,0,1,1,1,1,5,0,0,0,1,1,1,1,1,5,1,1,1,0,1,1,3,1,0,0,1,0
2,2,2,1,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,1,0,1,1,0,0,2,1,0,1,1
1,1,1,1,1,1,0,1,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,1,2,0,0,1,1
1,1,1,1,0,3,0,1,0,0,0,1,1,4,1,0,0,0,2,0,1,1,5,1,3,0,0,1,0,1,0,1,1,1,1
1,1,1,1,0,2,0,0,0,1,1,1,1,4,1,0,0,0,1,1,1,1,5,1,0,0,2,1,1,0,1,1,1,1,1
2,2,1,2,1,1,0,1,1,1,0,1,1,4,1,0,0,0,0,2,1,1,5,1,2,0,0,1,1,1,1,2,0,1,0
1,1,1,2,1,1,0,0,1,1,0,0,2,5,1,0,0,0,1,1,1,1,5,1,0,2,0,1,1,1,1,1,0,1,1
1,2,1,1,1,1,0,0,1,1,0,1,1,5,1,0,0,0,1,1,1,1,5,1,2,0,0,1,1,1,1,0,1,1,1
2,1,2,1,2,0,0,0,0,1,2,1,1,5,2,0,0,0,1,0,1,1,5,0,1,1,1,1,1,2,2,0,0,1,0
1,1,0,0,0,1,0,0,0,1,1,1,1,5,0,0,0,0,1,1,1,2,5,1,2,0,1,1,0,1,2,0,0,2,0
2,1,2,2,1,1,0,1,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,2,1,0,0,2,0,1,1,0,1,1,1
1,2,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,1,2,1,0,1,0,2,1,1,0,1,0
2,1,2,1,2,2,0,0,0,1,0,1,1,5,1,1,0,0,0,1,1,1,5,1,1,0,1,1,1,2,0,1,1,1,0
2,1,2,1,2,2,0,0,0,1,0,1,1,5,1,0,0,0,0,2,1,1,5,1,2,1,0,1,0,0,2,0,1,1,1
2,1,1,2,0,1,0,1,0,0,1,1,1,5,0,1,0,0,0,2,1,1,5,1,1,1,0,1,1,1,1,1,1,1,0
2,2,2,2,2,2,0,0,0,0,1,1,1,5,1,0,1,0,1,0,1,1,5,1,2,0,0,1,1,1,2,0,0,1,1
1,1,1,1,2,1,0,0,0,1,1,1,1,5,1,0,0,0,2,1,1,1,4,1,3,0,0,1,0,1,1,0,1,1,1
2,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,2,0,0,1,1,0,3,0,0,2,0
1,2,1,1,1,1,0,0,0,2,0,1,1,5,1,1,0,0,0,1,1,1,5,3,0,0,1,1,0,1,1,1,1,1,0
1,1,1,2,2,0,0,0,0,1,2,1,1,5,1,0,0,1,1,0,1,1,5,0,2,0,1,1,1,1,1,0,0,1,2
1,1,1,1,1,2,0,0,1,0,0,1,1,5,1,0,0,0,1,1,1,1,5,0,1,0,1,1,2,2,1,1,0,1,0
1,1,1,1,0,0,0,0,0,1,2,1,1,5,1,0,2,0,1,0,1,1,4,0,2,1,1,1,0,1,2,0,0,2,0
2,2,2,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,1,1,1,1,2,1,1,0,1,0
2,1,2,2,2,0,0,0,0,0,3,1,1,5,1,0,0,0,0,2,1,1,5,1,1,1,1,1,0,1,0,1,1,1,1
2,1,2,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,2,1,1,4,0,1,3,0,1,0,0,0,1,1,2,1
1,2,1,2,1,1,0,0,0,0,2,1,1,5,1,0,0,0,1,1,1,1,5,2,1,0,1,1,0,1,2,1,0,1,0
1,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,0,1,0,2,1,0,1,0,1,2,1
2,1,2,2,2,1,0,0,1,1,0,1,1,5,0,0,0,0,1,2,1,1,5,1,2,1,0,1,0,0,1,0,1,2,1
2,2,2,2,0,2,0,0,0,1,1,1,0,5,1,0,0,0,1,1,1,1,5,0,0,1,2,1,1,0,3,0,0,1,1
1,2,1,2,0,2,0,0,0,0,2,1,1,4,0,0,1,0,1,1,1,1,5,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,1,0,2,0,0,0,1,0,1,1,5,1,0,0,0,0,2,1,1,5,1,1,1,0,1,1,2,1,0,0,1,1
2,2,2,2,1,1,0,0,0,0,2,1,1,5,0,0,0,0,2,1,1,1,5,1,1,0,2,1,0,2,1,1,0,1,0
2,2,2,2,2,1,0,0,0,0,2,1,1,5,1,0,0,0,0,2,1,1,5,1,1,1,0,1,1,1,1,1,1,1,0
2,2,1,1,1,1,0,0,0,0,2,1,1,5,1,0,0,0,1,1,1,1,5,1,0,1,1,1,1,0,1,0,0,2,2
1,1,1,1,0,2,0,0,0,0,1,1,1,5,1,0,0,0,1,1,1,1,5,1,1,0,2,1,0,0,2,0,1,1,1
2,2,2,2,2,1,0,0,0,2,1,1,1,4,1,0,0,0,1,1,1,1,5,1,1,0,2,1,0,0,2,0,0,2,1
2,1,1,2,0,1,0,0,0,0,2,1,1,5,1,0,0,0,0,2,1,1,5,2,2,0,0,1,0,1,2,0,0,1,1
2,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,2,0,1,1,5,1,1,0,1,1,1,0,1,0,1,2,1
1,1,1,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,1,1,0,1,1,1,0,0,1,1,1,2
1,2,0,0,0,1,0,0,0,0,2,1,1,5,1,0,0,1,1,0,0,2,5,0,2,0,1,1,1,1,0,2,0,1,1
1,2,1,1,1,1,0,0,0,2,0,1,1,5,1,0,1,0,1,1,1,1,4,1,1,0,1,1,1,0,1,1,1,1,1
2,1,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,1,0,2,1,1,4,0,2,0,1,1,1,1,0,1,1,1,1
2,1,2,2,0,1,0,0,0,0,2,1,1,5,1,0,0,0,1,1,1,1,5,0,1,1,2,1,0,1,0,1,1,1,1
1,2,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,2,1,1,1,4,0,1,1,1,1,1,0,1,2,1,1,0
1,2,1,1,1,2,0,0,0,1,0,1,1,5,0,0,1,0,0,2,1,1,5,1,2,0,0,1,1,0,4,1,0,0,0
2,2,1,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,0,1,0,1,2,1,0,2,0,1,1,1
1,1,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,2,0,1,1,5,0,1,2,1,1,0,0,1,1,1,1,1
1,1,1,1,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,2,1,1,0,0,1,0,1,2,1
2,2,2,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,2,1,1,4,1,2,0,0,1,1,1,1,1,1,1,0
2,1,2,2,0,1,0,1,0,1,0,1,1,5,1,0,0,1,1,1,1,1,4,1,2,0,0,1,1,1,1,0,1,1,1
2,1,2,2,1,1,0,0,1,1,0,1,1,5,1,0,1,0,1,0,1,1,5,1,1,1,0,1,1,1,1,1,0,1,1
2,2,1,1,1,1,0,0,1,0,1,1,1,5,1,0,0,0,1,1,1,1,5,1,2,0,0,1,1,0,2,0,1,1,1
1,1,1,2,1,1,0,0,0,2,0,1,1,5,1,0,0,0,1,1,1,1,5,0,4,0,0,1,0,1,1,2,0,1,0
1,1,1,1,0,1,0,2,0,1,0,1,1,4,1,0,0,0,0,1,1,2,5,0,1,0,1,2,1,0,2,0,0,2,1
1,2,1,1,0,1,0,0,0,1,0,1,2,5,1,0,0,0,1,1,1,1,5,0,2,0,0,2,1,2,0,1,1,1,0
2,2,1,1,2,1,0,1,1,1,0,1,1,4,2,0,0,0,1,0,1,1,5,2,1,0,1,1,0,1,1,1,0,2,0
1,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,1,1,1,0,1,1,2,2,0,0,1,0
1,2,1,1,0,1,0,0,0,0,2,1,1,5,0,0,1,0,1,2,1,1,4,2,1,0,0,1,1,0,0,3,1,1,0
2,1,1,1,0,1,1,0,1,0,1,1,0,5,1,0,0,0,1,1,1,1,5,1,2,1,1,0,0,0,0,2,1,1,1
1,1,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,3,0,0,1,1,1,2,0,0,1,1
1,2,2,2,0,2,0,0,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,1,2,0,0,1,1,1,1,0,1,1,1
1,1,2,1,0,1,0,0,0,0,2,1,1,5,1,0,0,0,0,2,1,1,5,0,2,0,1,1,1,0,1,1,1,1,1
2,1,1,2,0,1,0,0,0,1,1,1,1,5,1,0,1,0,1,0,1,1,5,1,1,0,1,1,1,1,1,1,0,1,1
1,2,1,1,0,1,1,0,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,1,0,2,0,1,1,1,0,1,0,2,1
2,2,2,2,0,1,0,0,0,1,1,1,1,5,2,0,0,0,0,1,1,1,5,1,2,1,0,1,0,1,0,2,0,1,1
1,1,1,2,1,1,0,0,0,0,2,1,1,5,1,0,0,1,1,0,1,1,5,0,2,1,1,1,0,1,2,0,0,1,1
1,1,1,1,0,1,0,0,0,2,0,1,1,5,1,0,0,0,0,1,1,2,5,0,3,1,0,1,0,0,1,1,1,2,0
2,2,2,1,0,1,0,0,0,0,2,1,1,5,1,0,0,0,2,0,1,1,5,2,2,0,0,1,0,1,2,0,0,1,1
1,1,1,1,0,1,0,0,0,1,2,1,1,4,1,0,0,0,1,0,1,2,5,1,0,0,2,2,0,0,2,0,0,2,1
2,2,2,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,0,2,0,1,1,1,0,3,0,1,1,0
1,1,2,2,0,0,0,0,0,2,1,1,1,5,1,0,1,0,1,1,1,1,4,1,0,1,0,2,1,0,2,0,1,1,1
2,1,1,1,0,1,0,0,0,1,1,1,1,5,2,0,0,0,1,0,1,1,5,2,1,1,0,1,0,0,0,2,1,1,1
1,2,1,1,0,2,0,0,0,1,1,1,1,4,1,0,0,0,1,1,1,1,5,0,0,0,1,2,2,1,2,0,0,1,1
2,2,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,0,4,0,0,0,1,0,1,1,1,1,1
2,2,1,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,0,1,2,1,1,0,2,0,1,1
1,1,0,0,0,1,0,0,0,0,2,1,1,5,2,0,0,0,0,1,1,1,5,0,1,1,1,2,0,1,3,0,1,0,0
2,2,2,2,2,2,0,0,0,1,1,1,0,5,1,0,0,0,1,1,1,1,5,1,2,1,0,1,0,0,2,1,1,1,0
2,2,2,1,0,1,0,0,0,1,1,1,1,5,1,0,0,1,1,0,1,1,5,1,2,1,0,1,0,2,1,1,0,1,0
2,2,2,2,0,1,0,0,0,1,1,1,1,5,0,0,0,0,1,2,1,1,5,1,0,1,2,1,0,1,2,1,0,1,0
1,1,2,2,0,2,0,0,0,1,0,1,1,5,1,0,0,0,0,2,1,1,5,0,2,0,0,1,2,1,0,1,0,2,1
1,1,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,1,1,0,2,1,1,0,1,0
2,1,2,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,0,1,1,2,5,1,1,0,2,1,0,0,2,0,1,1,1
1,1,1,1,0,1,0,1,1,1,0,1,1,4,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,1,2,0,0,1,1
2,1,1,2,1,1,0,1,0,1,0,1,1,5,0,0,2,0,2,0,1,1,4,1,2,0,0,1,1,2,2,0,0,1,0
1,1,1,1,0,1,1,0,0,0,1,1,1,5,1,0,0,0,1,1,1,1,5,2,1,1,0,1,0,1,1,0,0,2,1
2,1,2,2,0,1,0,0,1,1,0,1,1,5,1,0,0,1,1,0,1,1,5,1,0,3,0,1,0,1,2,1,0,1,0
1,2,1,2,1,2,0,0,0,0,1,1,1,5,1,0,0,1,1,0,1,1,5,0,3,1,0,1,0,1,1,1,0,1,1
1,1,1,1,0,1,0,0,1,0,1,1,1,5,1,0,0,1,1,0,1,1,5,0,0,1,1,2,1,0,3,1,0,1,0
1,1,1,2,1,1,0,0,1,1,0,1,1,5,1,0,1,0,1,1,1,1,4,0,2,1,1,1,0,1,2,0,0,1,1
2,2,2,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,1,2,0,0,1,1
2,2,1,1,0,1,0,1,1,1,0,1,1,4,1,0,1,0,0,1,1,1,5,2,2,0,0,1,0,1,0,2,0,1,1
1,2,2,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,1,0,1,2,5,2,1,1,0,1,0,1,1,0,1,1,1
1,1,1,1,0,1,0,1,0,1,1,1,1,4,1,0,0,0,1,1,1,2,4,2,1,0,0,1,1,2,1,0,1,1,0
2,2,1,1,0,0,0,0,0,1,2,1,1,5,1,0,0,1,1,0,1,1,5,0,2,0,1,1,1,1,3,0,0,1,0
2,2,2,2,0,2,0,0,0,1,1,1,0,5,1,0,0,0,1,1,1,1,5,2,1,1,0,1,0,1,0,1,1,1,1
1,2,1,1,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,1,1,0,0,2,0,1,1,1
2,1,1,1,0,2,0,1,0,0,1,1,1,4,1,0,0,0,1,0,1,2,5,0,2,0,1,1,1,2,1,0,0,2,0
2,2,2,2,1,1,0,0,0,1,1,1,1,5,1,0,0,0,0,2,1,1,5,1,1,0,2,1,0,1,1,0,0,1,2
1,1,2,1,0,2,0,0,0,1,0,1,1,5,1,0,1,0,1,1,0,1,5,0,1,1,1,1,1,1,1,1,0,1,1
1,1,2,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,0,1,1,1,1,1,0,2,0,1,1,1
1,1,2,2,1,2,0,0,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,2,1,1,0,1,0,0,1,1,0,2,1
1,2,1,1,0,2,0,0,0,0,1,1,1,5,1,0,0,1,1,0,1,1,5,0,1,1,1,1,1,1,1,0,0,2,1
1,1,1,1,1,0,0,1,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,1,0,0,2,0,2,0,1,0,1,1
1,1,1,2,2,1,0,0,0,0,2,1,1,5,1,0,0,0,1,1,1,1,5,1,2,1,0,1,0,1,1,2,0,1,0
2,1,2,1,0,1,0,0,0,0,2,1,1,5,1,0,1,0,1,0,1,1,5,1,0,0,0,2,2,1,0,1,0,1,2
2,1,2,1,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,1,0,0,1,1,1,2,0,1,1,0
2,2,2,2,2,1,0,1,0,1,1,1,1,4,1,0,0,0,1,1,1,1,5,0,1,1,1,1,1,1,1,1,0,1,1
2,1,1,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,1,2,1,0,1,0,0,2,0,1,1,1
1,1,2,1,0,1,0,0,0,0,2,1,1,5,1,0,0,0,2,0,1,1,5,0,3,0,0,1,1,2,0,2,0,1,0
2,2,2,2,0,1,0,1,0,1,0,1,1,5,0,0,0,0,1,2,1,1,5,2,2,0,0,1,0,0,0,1,1,2,1
2,1,1,1,2,1,0,0,1,1,0,1,1,5,2,0,1,0,1,0,1,1,4,1,0,1,0,2,1,1,1,0,1,1,1
2,2,2,2,2,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,2,0,0,1,0,0,1,1,1,1,1
2,2,1,2,1,0,0,0,0,1,2,1,1,5,1,0,1,0,1,1,1,1,4,1,1,0,0,2,1,1,1,1,1,1,0
2,2,2,2,2,1,0,0,1,1,0,1,1,5,1,0,0,0,0,2,1,1,5,0,0,1,1,1,2,1,2,0,0,1,1
2,1,1,2,0,1,0,1,1,1,0,1,1,4,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,1,0,1,1,1,1
1,1,2,1,1,1,0,1,0,1,0,1,1,5,2,0,0,0,1,0,1,1,5,1,0,1,1,1,1,1,1,0,0,3,0
1,1,2,2,0,2,0,0,0,1,0,1,1,5,1,0,0,0,1,0,1,2,5,1,1,2,0,1,0,1,0,1,1,1,1
1,1,1,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,2,0,1,1,5,0,1,2,1,1,0,0,3,0,2,0,0
2,1,2,1,1,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,0,0,1,1,1,1,1,2,0,1,0
1,1,1,1,1,1,0,0,0,0,1,1,2,5,1,0,1,0,1,0,1,1,5,1,2,1,0,1,0,2,1,0,0,1,1
2,2,1,2,0,1,0,1,0,1,0,1,1,5,1,0,0,1,0,1,1,1,5,1,1,1,0,1,1,1,2,0,0,1,1
2,1,2,2,0,1,0,0,0,1,1,1,1,5,1,0,0,0,1,1,1,1,5,2,1,0,1,1,0,0,2,1,0,1,1
1,1,2,2,0,0,0,0,1,1,2,1,1,4,0,0,0,0,0,3,2,0,5,2,2,0,0,1,0,2,2,0,0,1,0
1,2,1,2,1,1,0,0,1,0,2,1,1,4,1,0,0,0,1,1,1,1,5,1,0,1,2,1,0,1,1,0,1,1,1
1,0,0,0,0,1,0,0,0,1,1,1,1,5,1,0,1,0,1,1,1,1,4,1,2,0,0,1,1,1,0,2,1,1,0
2,2,1,2,2,1,0,0,0,1,2,1,2,3,2,0,0,0,1,1,1,1,4,0,2,0,1,1,1,1,0,0,3,1,0
2,1,2,2,0,1,0,1,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,1,1,1,0,1,1,2,1,0,0,1,1
1,2,1,1,0,0,0,0,1,2,0,1,1,5,2,0,0,0,0,1,1,1,5,2,1,1,0,1,0,1,2,0,0,1,1
1,2,2,1,0,1,0,0,1,1,0,1,1,5,0,0,1,0,2,0,1,1,5,0,1,1,0,2,1,1,0,1,0,2,1
2,2,2,1,0,2,0,0,0,2,0,1,0,5,2,0,0,0,1,1,1,1,4,1,2,1,0,1,0,1,1,0,1,1,1
1,1,1,2,0,1,0,1,0,1,0,1,1,5,1,0,0,0,1,1,1,1,5,1,2,0,0,1,1,2,1,0,0,1,1
1,1,1,1,2,0,0,0,0,0,2,1,2,5,2,0,0,0,1,0,1,1,5,0,1,1,1,2,0,1,2,0,0,1,1
2,1,2,2,2,1,0,1,0,1,0,1,1,5,1,0,0,0,1,0,1,2,5,1,2,0,0,1,1,0,1,1,0,2,1
1,1,1,1,0,0,0,0,0,2,1,1,1,5,0,0,0,0,1,2,1,1,5,0,2,1,1,1,0,1,1,0,0,2,1
1,2,1,2,0,1,0,0,0,1,1,1,1,5,2,0,0,0,0,1,1,1,5,1,0,2,0,1,1,1,2,0,0,1,1
2,2,1,1,0,2,0,0,0,0,1,1,1,5,1,0,0,1,0,0,1,2,5,0,2,0,1,1,1,1,1,0,1,2,0
